scenario,scenario_type,seed,total_arrivals,served_customers,served_within_horizon,abandoned_customers,avg_wait_time,avg_wait_served,avg_wait_abandoned,avg_system_time,avg_queue_length,max_queue_length,utilization_percent,throughput_per_hour,abandonment_percent,num_kiosks,mean_interarrival_time,mean_service_time,patience_time,duration,reactive_threshold,iteration
1 Kiosk,base,51023,132,99,98,33,6.721171388175839,4.961561850901118,12.0,9.746135372440262,1.8483221317483556,11,82.108141542847,12.25,25.0,1,3.0,4.0,12.0,480,4,24
1 Kiosk,base,51024,159,117,114,42,7.68877804237365,6.141159903738549,12.0,10.662183113745748,2.5194419161182626,8,95.63024511784042,14.25,26.41509433962264,1,3.0,4.0,12.0,480,4,25
1 Kiosk,base,51025,174,119,116,55,9.059351741346275,7.700228596590343,12.0,11.822087258632651,3.262910934257013,7,98.39601088761779,14.5,31.60919540229885,1,3.0,4.0,12.0,480,4,26
1 Kiosk,base,51026,179,122,118,57,9.037358462474495,7.653173481827339,12.0,11.766202178111453,3.3000008605045887,8,98.81517584007246,14.75,31.843575418994412,1,3.0,4.0,12.0,480,4,27
1 Kiosk,base,51027,134,114,112,20,6.6766481061983844,5.742726721320904,12.0,10.105015148231978,1.8568763455297206,7,93.7989961874511,14.0,14.925373134328357,1,3.0,4.0,12.0,480,4,28
1 Kiosk,base,51028,158,122,118,36,8.666239231136013,7.682506545241719,12.0,11.722795252563426,2.808366557294232,8,97.77542390784096,14.75,22.78481012658228,1,3.0,4.0,12.0,480,4,29
1 Kiosk,base,51029,183,124,121,59,9.017486070181508,7.5983867003485095,12.0,11.672350423876999,3.4160908554937066,12,98.32710704202044,15.125,32.240437158469945,1,3.0,4.0,12.0,480,4,30
1 Kiosk,base,51030,168,118,115,50,9.03307873060157,7.775908701195458,12.0,11.892783687754067,3.1354779506341144,10,97.46473625710486,14.375,29.761904761904763,1,3.0,4.0,12.0,480,4,31
1 Kiosk,base,51031,178,124,121,54,9.416317214919497,8.291165034319917,12.0,12.139201694683164,3.4791481036500054,9,99.19952710855284,15.125,30.337078651685395,1,3.0,4.0,12.0,480,4,32
1 Kiosk,base,51032,151,110,109,41,8.005442797742523,6.5165623859920085,12.0,10.977942153548078,2.5183788801231684,10,93.03550836270786,13.625,27.1523178807947,1,3.0,4.0,12.0,480,4,33
1 Kiosk,base,51033,179,120,116,59,9.336572052526208,8.02705331168493,12.0,11.94521976889698,3.450421942154833,10,94.44205039504567,14.5,32.960893854748605,1,3.0,4.0,12.0,480,4,34
1 Kiosk,base,51034,190,113,111,77,10.045142493881105,8.713071449888593,12.0,12.612620942132041,3.9482819041784847,11,99.46314798547041,13.875,40.526315789473685,1,3.0,4.0,12.0,480,4,35
1 Kiosk,base,51035,180,120,117,60,9.53267550407666,8.299013256114987,12.0,12.255614769927188,3.511828071941893,9,100.0,14.625,33.33333333333333,1,3.0,4.0,12.0,480,4,36
1 Kiosk,base,51036,168,122,118,46,8.676226106322119,7.422999884115708,12.0,11.54132727178472,2.980858416033675,8,97.3635610163015,14.75,27.380952380952383,1,3.0,4.0,12.0,480,4,37
1 Kiosk,base,51037,141,110,110,31,7.8174775941706764,6.638766734346049,12.0,10.989211512087358,2.2963840432876363,9,93.16968383880267,13.75,21.98581560283688,1,3.0,4.0,12.0,480,4,38
1 Kiosk,base,51038,163,115,113,48,8.37530404933706,6.862387478625575,12.0,11.232634165633403,2.8410388320481212,9,96.10893994723678,14.125,29.447852760736197,1,3.0,4.0,12.0,480,4,39
1 Kiosk,base,51039,155,118,116,37,8.577531484485547,7.504384577078469,11.999999999999998,11.664792099887386,2.7600919423846646,7,97.88155899151172,14.5,23.870967741935484,1,3.0,4.0,12.0,480,4,40
1 Kiosk,base,51040,133,115,113,18,6.510781389159604,5.6515993457237155,12.0,9.873819071936769,1.7976099712476654,7,91.52752079477277,14.125,13.533834586466165,1,3.0,4.0,12.0,480,4,41
1 Kiosk,base,51041,151,115,112,36,8.684887678792773,7.647113386936595,12.0,11.8115953687149,2.679724671645507,10,95.42260821659414,14.0,23.841059602649008,1,3.0,4.0,12.0,480,4,42
1 Kiosk,base,51042,146,110,107,36,8.086064388508127,6.805140006565336,12.0,11.063040574951382,2.375569123006255,9,88.29759728544865,13.375,24.65753424657534,1,3.0,4.0,12.0,480,4,43
1 Kiosk,base,51043,175,126,124,49,8.931139623037165,7.73769392088495,12.0,11.676159683914355,3.2511517592529895,10,98.4850387618683,15.5,28.000000000000004,1,3.0,4.0,12.0,480,4,44
1 Kiosk,base,51044,162,122,119,40,8.37906009919545,7.191866689095593,12.0,11.366627889425615,2.8113696739103067,9,98.50077343465713,14.875,24.691358024691358,1,3.0,4.0,12.0,480,4,45
1 Kiosk,base,51045,152,117,114,35,8.01787926826879,6.826646570742362,12.0,11.106656572852225,2.4636464013588704,9,95.38300876881685,14.25,23.026315789473685,1,3.0,4.0,12.0,480,4,46
1 Kiosk,base,51046,174,117,114,57,9.059538872832528,7.627006528827863,12.0,11.82456341801817,3.2428693331618055,9,98.4625074046908,14.25,32.758620689655174,1,3.0,4.0,12.0,480,4,47
1 Kiosk,base,51047,167,118,116,49,9.20948541485366,8.050712409157294,12.0,11.973659222478656,3.2035555493113153,11,95.5277837343439,14.5,29.34131736526946,1,3.0,4.0,12.0,480,4,48
1 Kiosk,base,51048,149,117,114,32,7.627963982871491,6.4321934482722405,12.0,10.73285140811102,2.359136050468003,8,94.47376141798256,14.25,21.476510067114095,1,3.0,4.0,12.0,480,4,49
1 Kiosk,base,51049,171,114,113,57,8.955008828743155,7.432513243114735,12.0,11.657764103468189,3.190221895239749,11,95.84954940120099,14.125,33.33333333333333,1,3.0,4.0,12.0,480,4,50
1 Kiosk,base,51050,170,118,114,52,8.67373239100065,7.207919546356867,12.0,11.39156550423489,3.041879883907141,12,94.00542783805939,14.25,30.58823529411765,1,3.0,4.0,12.0,480,4,51
1 Kiosk,base,51051,148,113,111,35,7.96252887909003,6.711984726595792,12.0,11.079046191579454,2.436381414221687,8,94.84377488444807,13.875,23.64864864864865,1,3.0,4.0,12.0,480,4,52
1 Kiosk,base,51052,154,121,117,33,8.341890791100656,7.34422464321902,12.0,11.456739013082402,2.6448582817142374,8,97.4151732998912,14.625,21.428571428571427,1,3.0,4.0,12.0,480,4,53
1 Kiosk,base,51053,197,119,116,78,10.250951340469289,9.104516084642428,12.0,12.745062166868074,4.187274981411062,10,100.0,14.5,39.59390862944163,1,3.0,4.0,12.0,480,4,54
1 Kiosk,base,51054,172,115,111,57,9.771199923775255,8.666490320776903,12.0,12.534681591336284,3.4751350441407536,10,96.55110335803661,13.875,33.13953488372093,1,3.0,4.0,12.0,480,4,55
1 Kiosk,base,51055,153,124,123,29,7.343951530762253,6.255036969408264,12.0,10.457164481199355,2.3408845504304683,7,98.01979912944816,15.375,18.954248366013072,1,3.0,4.0,12.0,480,4,56
1 Kiosk,base,51056,159,119,116,40,8.351172727171813,7.124676164876625,12.0,11.311323309704376,2.708330608591696,8,95.43028428577259,14.5,25.157232704402517,1,3.0,4.0,12.0,480,4,57
1 Kiosk,base,51057,160,117,113,43,8.492871712800254,7.203927128615729,12.0,11.468162044778925,2.7818370439637405,9,96.42565269012084,14.125,26.875,1,3.0,4.0,12.0,480,4,58
1 Kiosk,base,51058,130,117,114,13,6.419598111092894,5.799553456769884,12.0,9.920994692001651,1.7242926662492968,7,92.38256682733024,14.25,10.0,1,3.0,4.0,12.0,480,4,59
1 Kiosk,base,51059,171,119,115,52,8.437033832775027,6.88010744037419,12.0,11.232113900183345,2.9593042171116704,11,97.0922905601125,14.375,30.409356725146196,1,3.0,4.0,12.0,480,4,60
1 Kiosk,base,51060,173,119,115,54,8.930395678357865,7.537465986184128,12.0,11.762112125179549,3.132558142242003,10,99.51258475863767,14.375,31.213872832369944,1,3.0,4.0,12.0,480,4,61
1 Kiosk,base,51061,161,117,116,44,8.34788387688947,6.974438497258162,12.0,11.211481944437226,2.8000193837066765,11,95.79549416664676,14.5,27.32919254658385,1,3.0,4.0,12.0,480,4,62
1 Kiosk,base,51062,167,121,119,46,8.79797758511719,7.5806798075584405,12.0,11.655919818225279,3.0549427935254054,10,97.92203610538223,14.875,27.54491017964072,1,3.0,4.0,12.0,480,4,63
1 Kiosk,base,51063,140,120,116,20,6.689786493398492,5.804750908964907,12.0,10.053738780524087,1.9187753442429847,9,95.66140122875996,14.5,14.285714285714285,1,3.0,4.0,12.0,480,4,64
1 Kiosk,base,51064,145,115,112,30,7.48018238002446,6.30109952263954,12.0,10.594231428451124,2.2441141731962317,9,92.06155460023491,14.0,20.689655172413794,1,3.0,4.0,12.0,480,4,65
1 Kiosk,base,51065,148,115,112,33,7.886390436581602,6.705963344470239,12.0,10.926023787441183,2.4068988899871653,8,91.87840009359861,14.0,22.2972972972973,1,3.0,4.0,12.0,480,4,66
1 Kiosk,base,51066,175,117,113,58,8.86792074163942,7.315266066554692,12.0,11.661803791120343,3.181326498726009,10,99.03787545412045,14.125,33.14285714285714,1,3.0,4.0,12.0,480,4,67
1 Kiosk,base,51067,177,121,118,56,8.805349472471887,7.326833525847309,12.0,11.490626459545481,3.1858089977274173,12,96.99962906438142,14.75,31.63841807909605,1,3.0,4.0,12.0,480,4,68
1 Kiosk,base,51068,167,120,117,47,8.923947742830064,7.719160608771845,12.0,11.790079029981637,3.0883496380912154,13,98.01212804038781,14.625,28.143712574850298,1,3.0,4.0,12.0,480,4,69
1 Kiosk,base,51069,168,123,120,45,8.24141574842465,6.866323949067816,12.0,11.140225001414224,2.8007809536870836,9,98.99850466515649,15.0,26.785714285714285,1,3.0,4.0,12.0,480,4,70
1 Kiosk,base,51070,184,120,116,64,9.26185655202192,7.801513379766942,12.0,11.887531468264614,3.474025119993494,9,97.807280870345,14.5,34.78260869565217,1,3.0,4.0,12.0,480,4,71
1 Kiosk,base,51071,146,111,110,35,7.691185361426942,6.332550115030032,12.0,10.653615466075033,2.3394022141006947,14,89.52114381201422,13.75,23.972602739726025,1,3.0,4.0,12.0,480,4,72
1 Kiosk,base,51072,164,125,120,39,7.80967952234051,6.502299533310746,12.0,10.745258791222344,2.5961319290600544,10,97.08157317419673,15.0,23.78048780487805,1,3.0,4.0,12.0,480,4,73
1 Kiosk,base,51073,132,118,115,14,6.497998558382118,5.845218726325759,12.0,10.033686690142858,1.7284937257483775,5,94.79182458630362,14.375,10.606060606060606,1,3.0,4.0,12.0,480,4,74
1 Kiosk,base,51074,159,117,114,42,7.9470623328178895,6.492161631778166,12.0,10.842527451618688,2.5773643086586064,12,93.10181152368803,14.25,26.41509433962264,1,3.0,4.0,12.0,480,4,75
1 Kiosk,base,51075,144,117,113,27,7.585960400259747,6.567335877242767,12.0,10.913387353483403,2.2429620099883247,6,97.20285375761895,14.125,18.75,1,3.0,4.0,12.0,480,4,76
1 Kiosk,base,51076,169,119,117,50,8.708015842369772,7.324829221516733,12.0,11.479016210522072,3.060595026764621,11,96.32769832787454,14.625,29.585798816568047,1,3.0,4.0,12.0,480,4,77
1 Kiosk,base,51077,155,117,115,38,8.378515866076386,7.202307343947346,11.999999999999996,11.408111008031566,2.7028580189647764,9,96.69286597303565,14.375,24.516129032258064,1,3.0,4.0,12.0,480,4,78
1 Kiosk,base,51078,147,112,110,35,8.582276257079162,7.514237587416396,12.0,11.633983427647497,2.6242000495785676,9,92.4548274695714,13.75,23.809523809523807,1,3.0,4.0,12.0,480,4,79
1 Kiosk,base,51079,153,117,114,36,8.1248426465733,6.932486537826625,12.0,11.249170527869332,2.5603354153568314,8,97.78682554501788,14.25,23.52941176470588,1,3.0,4.0,12.0,480,4,80
1 Kiosk,base,51080,173,113,110,60,9.492497047744601,8.16107955097182,12.0,12.169132686654537,3.382496587834965,9,93.99481771173471,13.75,34.68208092485549,1,3.0,4.0,12.0,480,4,81
1 Kiosk,base,51081,145,113,110,32,7.809688847340637,6.623052060746834,12.0,10.982956399409227,2.315623856110626,8,93.5911936040766,13.75,22.06896551724138,1,3.0,4.0,12.0,480,4,82
1 Kiosk,base,51082,147,112,110,35,7.845095698497026,6.546688104277346,12.0,10.89403445421447,2.398810047534721,10,92.12569683261555,13.75,23.809523809523807,1,3.0,4.0,12.0,480,4,83
1 Kiosk,base,51083,134,111,107,23,6.7224590697225,5.628914552637975,12.0,9.94737677567436,1.8360079568548164,7,87.79773060647166,13.375,17.16417910447761,1,3.0,4.0,12.0,480,4,84
1 Kiosk,base,51084,157,123,120,34,7.784952456694612,6.619817363423203,12.0,10.802879704887756,2.5212192427284066,9,96.49780211127143,15.0,21.656050955414013,1,3.0,4.0,12.0,480,4,85
1 Kiosk,base,51085,155,113,109,42,7.782251400574557,6.214592629106694,12.0,10.729249679840796,2.388749823281585,8,92.66578959355394,13.625,27.09677419354839,1,3.0,4.0,12.0,480,4,86
1 Kiosk,base,51086,151,112,110,39,8.26263568718872,6.961232042549075,12.0,11.301436277391325,2.5965714341366124,9,94.5752669723593,13.75,25.82781456953642,1,3.0,4.0,12.0,480,4,87
1 Kiosk,base,51087,164,114,112,50,8.864397872051567,7.48913378084611,12.0,11.685173455984758,3.0167800441331587,9,95.15817337073521,14.0,30.48780487804878,1,3.0,4.0,12.0,480,4,88
1 Kiosk,base,51088,159,116,115,43,8.975191392076809,7.853926132243214,12.0,11.867979428270639,2.973032148625442,9,95.58204927085458,14.375,27.044025157232703,1,3.0,4.0,12.0,480,4,89
1 Kiosk,base,51089,167,121,117,46,9.14697205110799,8.06234985566144,12.0,12.065408536145716,3.1288702061409053,10,99.17602743111291,14.625,27.54491017964072,1,3.0,4.0,12.0,480,4,90
1 Kiosk,base,51090,163,115,114,48,8.499427289647887,7.038318680109609,12.0,11.26182865411066,2.8862638504429277,8,93.52916164069498,14.25,29.447852760736197,1,3.0,4.0,12.0,480,4,91
1 Kiosk,base,51091,172,114,111,58,9.522793837248809,8.262460877252591,12.0,12.282098913459986,3.377053652406782,11,96.58355158449196,13.875,33.72093023255814,1,3.0,4.0,12.0,480,4,92
1 Kiosk,base,51092,163,112,112,51,8.876061510058793,7.453553804817708,12.0,11.725942314894679,3.014162554457464,9,96.7772023308854,14.0,31.28834355828221,1,3.0,4.0,12.0,480,4,93
1 Kiosk,base,51093,150,111,108,39,8.020006867163014,6.621630901571635,12.0,10.987808676642725,2.495544481349879,9,91.2439954255212,13.5,26.0,1,3.0,4.0,12.0,480,4,94
1 Kiosk,base,51094,154,102,101,52,9.056136179258097,7.555342858879866,12.0,11.758092588796774,2.9055103575119725,8,86.31367616666552,12.625,33.76623376623377,1,3.0,4.0,12.0,480,4,95
1 Kiosk,base,51095,171,121,117,50,8.947021990430775,7.685460829451753,12.0,11.750974565398446,3.1218326852101557,9,97.63674924596596,14.625,29.239766081871345,1,3.0,4.0,12.0,480,4,96
1 Kiosk,base,51096,150,124,121,26,7.32130782326957,6.340291721697061,12.0,10.514492495864326,2.2280465474389346,7,97.65224443432135,15.125,17.333333333333336,1,3.0,4.0,12.0,480,4,97
1 Kiosk,base,51097,189,118,115,71,9.791585587496085,8.462793864718307,12.0,12.302591453966777,3.8160192380595004,10,96.33340556542494,14.375,37.56613756613756,1,3.0,4.0,12.0,480,4,98
1 Kiosk,base,51098,159,121,120,38,8.520114989608128,7.427258540063572,12.0,11.472500061305295,2.8222880903076923,10,97.73085272861249,15.0,23.89937106918239,1,3.0,4.0,12.0,480,4,99
1 Kiosk,base,51099,163,118,114,45,8.700962777282765,7.442855361839754,12.0,11.650039619406215,2.921419147952316,8,97.01993019926937,14.25,27.607361963190186,1,3.0,4.0,12.0,480,4,100
1 Kiosk,base,51100,139,106,104,33,7.488680385272999,6.084212958046668,12.000000000000002,10.492524629268754,2.167093889895179,8,85.91725169379743,13.0,23.741007194244602,1,3.0,4.0,12.0,480,4,101
1 Kiosk,base,51101,160,116,114,44,8.319692848110712,6.923714273256153,12.0,11.225292016474771,2.7710711621126243,8,96.03189879410182,14.25,27.500000000000004,1,3.0,4.0,12.0,480,4,102
1 Kiosk,base,51102,157,119,116,38,8.669696982741264,7.606238876389746,12.0,11.667903342093584,2.813167254299167,7,96.43385617489967,14.5,24.203821656050955,1,3.0,4.0,12.0,480,4,103
1 Kiosk,base,51103,150,112,109,38,7.520434921074105,6.00058248358139,12.0,10.45628347667912,2.318558917208691,10,89.49302797191166,13.625,25.333333333333336,1,3.0,4.0,12.0,480,4,104
1 Kiosk,base,51104,146,116,113,30,7.882463476981212,6.817583341717732,12.0,11.060245385247374,2.3464508387499494,10,94.68219760269008,14.125,20.54794520547945,1,3.0,4.0,12.0,480,4,105
1 Kiosk,base,51105,158,111,109,47,8.437114558591075,6.928505407724233,12.0,11.255643564134322,2.776871884533358,10,92.14267584946919,13.625,29.746835443037973,1,3.0,4.0,12.0,480,4,106
1 Kiosk,base,51106,174,124,119,50,9.320271411085011,8.239735689748315,12.0,12.164161193291713,3.306350398928125,9,99.78970554078484,14.875,28.735632183908045,1,3.0,4.0,12.0,480,4,107
1 Kiosk,base,51107,170,127,123,43,9.15389887675557,8.190258338964153,11.999999999999998,12.026029338132851,3.182885395489495,8,99.21773174948582,15.375,25.294117647058822,1,3.0,4.0,12.0,480,4,108
1 Kiosk,base,51108,155,115,113,40,8.063207690290332,6.693888626043488,12.0,10.970117974433814,2.6002318727819747,8,92.84668929391783,14.125,25.806451612903224,1,3.0,4.0,12.0,480,4,109
1 Kiosk,base,51109,179,121,119,58,9.085990426617759,7.689192449294044,12.0,11.758477486444372,3.3820638090270547,10,98.44656243092197,14.875,32.402234636871505,1,3.0,4.0,12.0,480,4,110
1 Kiosk,base,51110,179,121,117,58,9.206106898940552,7.866885412482302,12.0,11.944308612877219,3.3966870536939826,9,99.5009211964426,14.625,32.402234636871505,1,3.0,4.0,12.0,480,4,111
1 Kiosk,base,51111,164,116,114,48,8.674212240540532,7.298024202143506,12.0,11.489357311057857,2.9579424123468727,14,94.82510124154285,14.25,29.268292682926827,1,3.0,4.0,12.0,480,4,112
1 Kiosk,base,51112,147,117,114,30,8.29578257338399,7.3459832332260415,12.0,11.564515602652165,2.5198208113961416,8,97.97265101905572,14.25,20.408163265306122,1,3.0,4.0,12.0,480,4,113
1 Kiosk,base,51113,162,109,106,53,8.889470991220705,7.377011931906011,12.0,11.642932775209278,2.9809050411770692,10,90.44149990646042,13.25,32.71604938271605,1,3.0,4.0,12.0,480,4,114
1 Kiosk,base,51114,145,110,107,35,7.803468414026769,6.468208363944379,12.0,10.921926260885112,2.2930661718163816,9,91.76971537983948,13.375,24.137931034482758,1,3.0,4.0,12.0,480,4,115
1 Kiosk,base,51115,157,117,115,40,8.213453778691592,6.918908062004955,12.0,11.255261534549534,2.6800756571191915,9,98.08869690641714,14.375,25.477707006369428,1,3.0,4.0,12.0,480,4,116
1 Kiosk,base,51116,187,120,117,67,9.695930359427313,8.409491476774225,12.0,12.282367955573392,3.755582118840448,11,98.8263473262197,14.625,35.82887700534759,1,3.0,4.0,12.0,480,4,117
1 Kiosk,base,51117,167,115,112,52,8.807062231570068,7.36329906671479,12.0,11.670387518061192,3.0011667760539233,8,97.18756255109658,14.0,31.137724550898206,1,3.0,4.0,12.0,480,4,118
1 Kiosk,base,51118,142,111,107,31,7.860894369966964,6.704927932750531,12.0,11.122925322209511,2.264863343686373,7,93.14320022473471,13.375,21.830985915492956,1,3.0,4.0,12.0,480,4,119
1 Kiosk,base,51119,189,126,122,63,9.360869400560352,8.041304100840525,12.0,11.956174497748204,3.610306088134933,10,99.25369750425051,15.25,33.33333333333333,1,3.0,4.0,12.0,480,4,120
1 Kiosk,base,51120,134,111,109,23,7.078967941036516,6.059294631521563,12.0,10.350015561889544,1.9679793972125887,7,89.61388949205748,13.625,17.16417910447761,1,3.0,4.0,12.0,480,4,121
1 Kiosk,base,51121,122,109,106,13,5.900699884293584,5.17326042095245,12.0,9.57442350141569,1.478623418013809,6,91.12356642120835,13.25,10.655737704918032,1,3.0,4.0,12.0,480,4,122
1 Kiosk,base,51122,170,119,117,51,8.861454845704491,7.51636406529213,12.0,11.636581283214538,3.1350141323325023,10,97.3946335002821,14.625,30.0,1,3.0,4.0,12.0,480,4,123
1 Kiosk,base,51123,149,121,118,28,7.651254190080351,6.644932845636135,12.0,10.820967751499758,2.346140381996684,8,95.6479635597076,14.75,18.79194630872483,1,3.0,4.0,12.0,480,4,124
1 Kiosk,base,51124,167,117,116,50,8.79015869083783,7.418431635640321,12.0,11.561077090237935,3.058242711187328,10,95.85641108475191,14.5,29.94011976047904,1,3.0,4.0,12.0,480,4,125
1 Kiosk,base,51125,151,118,117,33,8.444691307197706,7.450410062600456,12.0,11.56408092190871,2.6565591403892785,7,98.12087501841025,14.625,21.85430463576159,1,3.0,4.0,12.0,480,4,126
1 Kiosk,base,51126,165,116,112,49,8.689309314412323,7.290827904120972,12.0,11.430158112646819,2.8962493911539027,11,91.59585835741733,14.0,29.6969696969697,1,3.0,4.0,12.0,480,4,127
1 Kiosk,base,51127,169,116,114,53,9.044536228095797,7.694195021967156,12.0,11.825789439491807,3.182277214683255,11,96.6892549620087,14.25,31.360946745562128,1,3.0,4.0,12.0,480,4,128
1 Kiosk,base,51128,160,124,121,36,8.501068968505589,7.485250281942687,12.0,11.526288749307332,2.8157723841081745,9,99.20743696996907,15.125,22.5,1,3.0,4.0,12.0,480,4,129
1 Kiosk,base,51129,155,119,116,36,8.316002704799022,7.201516128099569,12.0,11.379986454802829,2.670086486528029,10,96.86594541666487,14.5,23.225806451612904,1,3.0,4.0,12.0,480,4,130
1 Kiosk,base,51130,166,117,114,49,8.356542610448164,6.83065019943928,12.0,11.213244008402198,2.8474334435657083,11,96.4094723669703,14.25,29.518072289156628,1,3.0,4.0,12.0,480,4,131
1 Kiosk,base,51131,172,120,117,52,9.282203654136945,8.104491904262956,12.0,12.094841441812989,3.3187414760190714,9,99.2986149554317,14.625,30.23255813953488,1,3.0,4.0,12.0,480,4,132
1 Kiosk,base,51132,163,124,120,39,8.975879139655175,8.024744352933826,12.0,11.960739839866207,3.013304005425704,10,99.0751797294589,15.0,23.92638036809816,1,3.0,4.0,12.0,480,4,133
1 Kiosk,base,51133,200,123,119,77,10.018200513070227,8.777561809870289,12.0,12.463673096450261,4.102682519142612,10,98.90492453833691,14.875,38.5,1,3.0,4.0,12.0,480,4,134
1 Kiosk,base,51134,174,117,114,57,9.166918684797238,7.786699582518972,12.0,11.938857257610412,3.265567508740577,8,97.72134899395286,14.25,32.758620689655174,1,3.0,4.0,12.0,480,4,135
1 Kiosk,base,51135,123,111,107,12,5.563996908764375,4.868212790792958,12.0,9.006520051017453,1.4035132610825078,7,86.14383044074016,13.375,9.75609756097561,1,3.0,4.0,12.0,480,4,136
1 Kiosk,base,51136,189,126,123,63,9.563572794429556,8.345359191644345,12.0,12.146979964832187,3.721932037723118,12,99.70035494020925,15.375,33.33333333333333,1,3.0,4.0,12.0,480,4,137
