num_kiosks,avg_wait_time,avg_queue_length,utilization_percent,throughput_per_hour,abandonment_percent
1,8.398100963024852,2.798053886467062,95.71131342251402,14.3,26.587580579353006
2,1.6111942362509137,0.549609932480173,66.38370720660627,19.80666666666667,0.33676301323838703
3,0.2466024353866089,0.08371191398863002,44.53993655636654,19.9425,0.0
4,0.05193654490172243,0.017750739286735793,33.45488961363733,20.045,0.0
5,0.00898831199789666,0.003069759365013372,26.54506275296424,19.865,0.0
